company,type,rating,reviewers,age,highly_ratedFOR,critically_ratedFOR,Pos-Work Life Balance,Pos-Company Culture,Pos-Appraisal,Pos-Learning,Pos-Work Satisfaction,Pos-Salary & Benefits,Pos-Promotions,Pos-Job Security,Pos-Skill Development,Con-Work Life Balance,Con-Company Culture,Con-Appraisal,Con-Learning,Con-Work Satisfaction,Con-Salary & Benefits,Con-Promotions,Con-Job Security,Con-Skill Development
DEC Property Management,Facility Management Services ,4.6,98 Reviews,26.0,"Company Culture, Work Satisfaction, Work Life Balance",No-Data,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Multitex Filtration Engineers,Industrial Machinery ,3.5,98 Reviews,48.0,"Salary & Benefits, Promotions / Appraisal, Company Culture",No-Data,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Brunel,Recruitment ,4.2,98 Reviews,49.0,"Work Life Balance, Work Satisfaction, Salary & Benefits",No-Data,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Ansal Housing & Construction,Real Estate ,3.7,98 Reviews,41.0,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1
SRM Techsol,IT Services & Consulting ,4.7,98 Reviews,20.0,"Work Life Balance, Work Satisfaction, Salary & Benefits",No-Data,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NETPLUS Broadband Services,Telecom ,3.7,98 Reviews,10.0,Skill Development / Learning,"Promotions / Appraisal, Job Security",0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
Doms Industries,Other ,3.8,98 Reviews,48.0,"Company Culture, Promotions / Appraisal, Work Satisfaction",No-Data,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Airworks,No-Data,4.0,98 Reviews,,"Skill Development / Learning, Job Security, Work Satisfaction",Promotions / Appraisal,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0
Xylem Resource Management,Recruitment ,3.8,98 Reviews,17.0,"Promotions / Appraisal, Job Security, Work Satisfaction",No-Data,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
PATH India,Industrial Automation ,4.1,98 Reviews,,"Company Culture, Salary & Benefits, Work Satisfaction",No-Data,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Synmac Consultants,Accounting & Auditing ,3.9,98 Reviews,8.0,"Skill Development / Learning, Work Satisfaction, Job Security",No-Data,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"Denso Haryana Private Limited, Plant 1",Auto Components ,4.0,98 Reviews,,"Job Security, Company Culture",No-Data,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Corient Business Solutions,Accounting & Auditing ,3.3,98 Reviews,12.0,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",No-Data,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Girnarsoft Automobiles,No-Data,3.5,98 Reviews,,Salary & Benefits,"Job Security, Promotions / Appraisal, Skill Development / Learning",0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1
Data Bridge Market Research,Analytics & KPO ,2.7,98 Reviews,9.0,"Job Security, Work Satisfaction, Promotions / Appraisal",No-Data,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
One Trust,Software Product ,3.0,98 Reviews,,"Job Security, Promotions / Appraisal, Company Culture",No-Data,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Zentiva,No-Data,4.1,98 Reviews,,"Company Culture, Job Security, Work Life Balance",Promotions / Appraisal,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Funlabtech,IT Services & Consulting ,4.3,98 Reviews,,"Skill Development / Learning, Work Life Balance, Work Satisfaction",No-Data,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Homesfy Realty,Real Estate ,3.9,98 Reviews,11.0,Company Culture,Promotions / Appraisal,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Airblack,Education & Training ,3.9,98 Reviews,5.0,"Skill Development / Learning, Salary & Benefits, Company Culture",No-Data,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
efficiently,No-Data,2.9,98 Reviews,,"Job Security, Promotions / Appraisal, Work Satisfaction",No-Data,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Privi Speciality Chemicals,Chemicals ,3.7,98 Reviews,,"Promotions / Appraisal, Salary & Benefits, Company Culture",No-Data,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Lapp India,Electrical Equipment ,4.2,98 Reviews,28.0,"Job Security, Work Life Balance, Company Culture",No-Data,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
TSR Darashaw,BPO ,3.7,97 Reviews,23.0,"Job Security, Work Life Balance",Promotions / Appraisal,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Mistral Solutions,IT Services & Consulting ,4.0,97 Reviews,27.0,"Job Security, Skill Development / Learning",No-Data,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Comnet Solutions,Telecom ,3.4,97 Reviews,30.0,"Promotions / Appraisal, Salary & Benefits, Company Culture",No-Data,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Beyond Key Systems,IT Services & Consulting ,4.5,97 Reviews,19.0,"Company Culture, Work Life Balance, Skill Development / Learning",No-Data,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Link Intime,Investment Banking / Venture Capital / Private Equity ,3.3,97 Reviews,25.0,"Promotions / Appraisal, Salary & Benefits, Company Culture",No-Data,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Petronet LNG,Oil & Gas ,4.6,97 Reviews,26.0,"Job Security, Salary & Benefits, Work Life Balance",No-Data,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Liebherr,Industrial Machinery ,4.0,97 Reviews,11.0,"Salary & Benefits, Job Security, Skill Development / Learning",No-Data,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Tupperware,Retail ,3.8,97 Reviews,78.0,Work Life Balance,"Promotions / Appraisal, Job Security, Skill Development / Learning",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
Varian Medical Systems,Medical Equipment ,4.0,97 Reviews,76.0,"Job Security, Work Life Balance, Company Culture",No-Data,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Delhi Police,Law Enforcement & Security ,4.3,97 Reviews,163.0,"Skill Development / Learning, Work Satisfaction, Salary & Benefits",No-Data,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Konstelec Engineers,Engineering & Construction ,3.4,97 Reviews,29.0,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",No-Data,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Gulshan Homz,Real Estate ,4.5,97 Reviews,35.0,"Work Life Balance, Work Satisfaction, Salary & Benefits",No-Data,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Rajagiri Hospital,Healthcare ,4.6,97 Reviews,10.0,"Company Culture, Skill Development / Learning, Work Satisfaction",No-Data,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Gulf Petrochemical Services & Trading,Petrochemicals ,3.9,97 Reviews,41.0,Job Security,Promotions / Appraisal,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Sridevi Tool Engineers,Engineering & Construction ,3.7,97 Reviews,52.0,Skill Development / Learning,"Company Culture, Salary & Benefits, Promotions / Appraisal",0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0
Numero Uno Clothing,Fashion & Textile ,4.1,97 Reviews,37.0,"Company Culture, Work Life Balance",Promotions / Appraisal,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
SmartSchool Education,EdTech ,3.8,97 Reviews,13.0,No-Data,No-Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Konstelec Engineers,Engineering & Construction ,3.4,97 Reviews,29.0,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",No-Data,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Lennox India Technology Centre,Industrial Machinery ,4.4,97 Reviews,129.0,"Company Culture, Job Security, Work Life Balance",No-Data,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Biotech Vision Care,Healthcare ,3.4,97 Reviews,25.0,"Promotions / Appraisal, Company Culture, Work Satisfaction",No-Data,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
MyCar,Automobile ,4.0,97 Reviews,19.0,Company Culture,"Job Security, Promotions / Appraisal",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
Indo-Tibetan Border Police,Government ,4.5,97 Reviews,62.0,"Job Security, Salary & Benefits, Skill Development / Learning",No-Data,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Delhi Police,Law Enforcement & Security ,4.3,97 Reviews,163.0,"Skill Development / Learning, Work Satisfaction, Salary & Benefits",No-Data,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Liebherr,Industrial Machinery ,4.0,97 Reviews,11.0,"Salary & Benefits, Job Security, Skill Development / Learning",No-Data,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Tupperware,Retail ,3.8,97 Reviews,78.0,Work Life Balance,"Promotions / Appraisal, Job Security, Skill Development / Learning",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
3Pillar Global,Software Product ,3.6,97 Reviews,18.0,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Gulshan Homz,Real Estate ,4.5,97 Reviews,35.0,"Work Life Balance, Work Satisfaction, Salary & Benefits",No-Data,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Rajagiri Hospital,Healthcare ,4.6,97 Reviews,10.0,"Company Culture, Skill Development / Learning, Work Satisfaction",No-Data,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Gulf Petrochemical Services & Trading,Petrochemicals ,3.9,97 Reviews,41.0,Job Security,Promotions / Appraisal,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Idexcel Technologies,IT Services & Consulting ,3.7,97 Reviews,26.0,"Promotions / Appraisal, Job Security, Salary & Benefits",No-Data,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Imedx Information Services,IT Services & Consulting ,3.1,97 Reviews,22.0,"Promotions / Appraisal, Salary & Benefits, Job Security",No-Data,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Saraswati Vidya Mandir,Education & Training ,4.2,97 Reviews,48.0,"Skill Development / Learning, Work Life Balance, Job Security",No-Data,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Solverminds Solutions and Technologies,IT Services & Consulting ,4.0,97 Reviews,21.0,"Job Security, Work Satisfaction",No-Data,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
RATNATRIS PHARMACEUTICALS PRIVATE LIMITED,Pharma ,3.9,97 Reviews,13.0,"Job Security, Work Life Balance",No-Data,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Brady Corporation,Printing & Publishing ,4.2,97 Reviews,110.0,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
PSRI Hospital,Healthcare ,3.9,97 Reviews,28.0,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",No-Data,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Agriculture Insurance Company of India,Insurance ,4.1,97 Reviews,22.0,"Skill Development / Learning, Work Life Balance, Work Satisfaction","Promotions / Appraisal, Job Security",1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0
Oorja Technical Services,Electrical Equipment ,3.4,97 Reviews,20.0,"Promotions / Appraisal, Job Security, Work Satisfaction",No-Data,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Patel Motors,Auto Components ,4.0,97 Reviews,31.0,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits",0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0
Chinmaya Vidyalaya,Education & Training ,4.2,97 Reviews,71.0,"Skill Development / Learning, Salary & Benefits, Job Security",No-Data,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Comed Chemicals,Pharma ,3.5,97 Reviews,38.0,"Promotions / Appraisal, Salary & Benefits, Job Security",No-Data,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Rotork Controls,Industrial Machinery ,3.8,97 Reviews,67.0,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0
Possible Health,Fitness & Wellness ,3.2,97 Reviews,9.0,"Job Security, Work Satisfaction, Company Culture",No-Data,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Milliman,Management Consulting ,3.3,97 Reviews,77.0,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",No-Data,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Lithium Urban Technologies,Urban Transport ,3.5,97 Reviews,11.0,"Promotions / Appraisal, Work Satisfaction, Company Culture",No-Data,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Dachser,Logistics ,3.9,97 Reviews,30.0,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
MTS,Telecom ,3.9,97 Reviews,58.0,"Skill Development / Learning, Promotions / Appraisal, Work Satisfaction",No-Data,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Naresh i Technologies,IT Services & Consulting ,4.1,97 Reviews,20.0,"Skill Development / Learning, Work Life Balance, Work Satisfaction",No-Data,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Petronet LNG,Oil & Gas ,4.6,97 Reviews,26.0,"Job Security, Salary & Benefits, Work Life Balance",No-Data,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Comnet Solutions,Telecom ,3.4,97 Reviews,30.0,"Promotions / Appraisal, Salary & Benefits, Company Culture",No-Data,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Mistral Solutions,IT Services & Consulting ,4.0,97 Reviews,27.0,"Job Security, Skill Development / Learning",No-Data,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Metro Shoes,Fashion & Textile ,4.4,97 Reviews,77.0,"Skill Development / Learning, Company Culture, Work Satisfaction",No-Data,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Go Speedy Go,Automobile ,4.2,97 Reviews,7.0,"Work Life Balance, Salary & Benefits, Job Security",No-Data,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Jindal Water Infrastructure,Waste Management ,4.4,97 Reviews,18.0,"Job Security, Salary & Benefits, Work Life Balance",No-Data,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Ddrc Srl Diagnostics,Healthcare ,3.8,97 Reviews,41.0,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",No-Data,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Possible Health,Fitness & Wellness ,3.2,97 Reviews,9.0,"Job Security, Work Satisfaction, Company Culture",No-Data,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Abhyudaya Co-operative Bank,Banking ,4.2,97 Reviews,60.0,"Work Life Balance, Job Security",Promotions / Appraisal,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Tecosim Engineering Services,Industrial Machinery ,3.1,97 Reviews,15.0,"Job Security, Promotions / Appraisal, Work Life Balance",No-Data,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Creative Info-link,IT Services & Consulting ,3.3,97 Reviews,13.0,"Promotions / Appraisal, Salary & Benefits, Company Culture",No-Data,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
TBSS,No-Data,3.9,97 Reviews,,"Promotions / Appraisal, Work Life Balance, Salary & Benefits",No-Data,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Government Of Tamilnadu,Government ,3.8,97 Reviews,74.0,"Work Life Balance, Work Satisfaction","Promotions / Appraisal, Salary & Benefits",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
Competition Team Technology,Electronics Manufacturing ,4.1,97 Reviews,,"Work Life Balance, Skill Development / Learning, Company Culture",Promotions / Appraisal,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Deoleo,Food Processing ,4.0,97 Reviews,34.0,"Skill Development / Learning, Company Culture, Salary & Benefits",No-Data,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Go Speedy Go,Automobile ,4.2,97 Reviews,7.0,"Work Life Balance, Salary & Benefits, Job Security",No-Data,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Param Renewable Energy,Power ,4.4,97 Reviews,,"Company Culture, Skill Development / Learning, Work Satisfaction",No-Data,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Nimbus BPO,BPO ,3.8,97 Reviews,,Salary & Benefits,No-Data,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SentientGeeks,IT Services & Consulting ,4.7,97 Reviews,7.0,"Company Culture, Skill Development / Learning, Work Satisfaction",No-Data,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Bloombrain Learning Solutions,EdTech ,2.7,97 Reviews,,"Salary & Benefits, Job Security, Promotions / Appraisal",No-Data,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
SDNA Global,Recruitment ,3.8,97 Reviews,14.0,"Work Life Balance, Salary & Benefits, Company Culture",No-Data,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Retailio,Internet ,3.8,97 Reviews,8.0,Promotions / Appraisal,No-Data,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AlmaBetter,No-Data,3.4,97 Reviews,,"Job Security, Promotions / Appraisal, Work Satisfaction",No-Data,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
yellow.ai,Software Product ,3.4,97 Reviews,8.0,"Promotions / Appraisal, Job Security, Skill Development / Learning",No-Data,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Hike Education Private Limited,EdTech ,3.3,97 Reviews,10.0,"Job Security, Work Life Balance, Work Satisfaction",No-Data,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Java R & D,IT Services & Consulting ,3.1,97 Reviews,16.0,"Job Security, Company Culture, Promotions / Appraisal",No-Data,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Arrow Electronics,Semiconductors ,3.6,97 Reviews,34.0,Job Security,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1
BrainerHub,Software Product ,4.6,97 Reviews,,"Skill Development / Learning, Work Satisfaction, Work Life Balance",No-Data,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Amphenol Omniconnect - India,Electronics Manufacturing ,4.0,96 Reviews,16.0,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
Samarth Lifestyle Retailing,Retail ,4.5,96 Reviews,29.0,"Skill Development / Learning, Company Culture, Work Life Balance",No-Data,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NU Hospitals,Healthcare ,3.9,96 Reviews,25.0,"Skill Development / Learning, Work Life Balance, Company Culture",No-Data,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Roto Pumps,Industrial Machinery ,3.8,96 Reviews,56.0,"Promotions / Appraisal, Job Security, Work Life Balance",No-Data,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Mawana Sugars,Food Processing ,4.2,96 Reviews,63.0,"Job Security, Company Culture, Work Life Balance",No-Data,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Indo Gulf Fertilisers,Agro Chemicals ,4.6,96 Reviews,21.0,"Job Security, Work Life Balance, Company Culture",No-Data,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Aditya Birla Chemicals,Chemicals ,3.9,96 Reviews,40.0,"Job Security, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
Kamal Fincap,Financial Services ,4.0,96 Reviews,11.0,Salary & Benefits,No-Data,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tide Water Oil,Chemicals / Agri Inputs ,3.7,96 Reviews,96.0,Company Culture,Promotions / Appraisal,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Satnam Global Infra Projects,Electronics Manufacturing ,3.7,96 Reviews,37.0,"Promotions / Appraisal, Salary & Benefits, Company Culture",No-Data,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Al Bawani Co.,Engineering & Construction ,3.8,96 Reviews,33.0,"Promotions / Appraisal, Company Culture, Salary & Benefits",No-Data,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Alchemist Hospital,Healthcare ,4.1,96 Reviews,30.0,"Work Life Balance, Job Security, Salary & Benefits",No-Data,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Corporation Bank,Banking ,4.5,96 Reviews,118.0,"Job Security, Company Culture, Skill Development / Learning",No-Data,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Royal HaskoningDHV,Engineering & Construction ,4.5,96 Reviews,143.0,"Company Culture, Work Life Balance, Work Satisfaction",No-Data,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Panamax Infotech,IT Services & Consulting ,3.3,96 Reviews,23.0,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",No-Data,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Choksi Laboratories,No-Data,3.6,96 Reviews,42.0,"Salary & Benefits, Promotions / Appraisal, Job Security",No-Data,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Obeetee,Fashion & Textile ,3.9,96 Reviews,88.0,"Work Life Balance, Promotions / Appraisal, Work Satisfaction",No-Data,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Indian Synthetic Rubber,Petrochemicals ,3.7,96 Reviews,14.0,"Work Life Balance, Job Security","Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1
Skillventory,Recruitment ,3.9,96 Reviews,16.0,"Job Security, Company Culture, Work Life Balance",No-Data,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Veena world,Travel & Tourism ,3.7,96 Reviews,11.0,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0
Polyplastics,Petrochemicals ,4.1,96 Reviews,62.0,"Job Security, Skill Development / Learning, Work Life Balance",No-Data,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Saifee Hospital,Healthcare ,3.7,96 Reviews,19.0,"Promotions / Appraisal, Company Culture, Work Satisfaction",No-Data,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Gm Infinite Dwelling,Real Estate ,2.4,96 Reviews,62.0,"Promotions / Appraisal, Job Security, Company Culture",No-Data,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Choksi Laboratories,No-Data,3.6,96 Reviews,42.0,"Salary & Benefits, Promotions / Appraisal, Job Security",No-Data,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Satnam Global Infra Projects,Electronics Manufacturing ,3.7,96 Reviews,37.0,"Promotions / Appraisal, Salary & Benefits, Company Culture",No-Data,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Skillventory,Recruitment ,3.9,96 Reviews,16.0,"Job Security, Company Culture, Work Life Balance",No-Data,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Breach Candy Hospital Trust,Healthcare ,4.4,96 Reviews,74.0,"Job Security, Salary & Benefits, Work Satisfaction",No-Data,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Jubilant Motorworks,Auto Components ,4.1,96 Reviews,15.0,"Work Life Balance, Company Culture",Promotions / Appraisal,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Gokul Agro Resources,FMCG ,3.8,96 Reviews,10.0,Work Life Balance,"Promotions / Appraisal, Salary & Benefits",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
Zydus Pharma,Pharma ,4.0,96 Reviews,,No-Data,No-Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jabsons Foods,Food Processing ,4.3,96 Reviews,32.0,"Job Security, Work Life Balance, Company Culture",No-Data,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Khivraj Motors,Automobile ,4.3,96 Reviews,63.0,"Job Security, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
Sysinformation Healthcare,Healthcare ,3.3,96 Reviews,19.0,"Promotions / Appraisal, Work Life Balance, Work Satisfaction",No-Data,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Infojini,IT Services & Consulting ,3.4,96 Reviews,18.0,"Job Security, Skill Development / Learning, Work Satisfaction",No-Data,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Alchemist Hospital,Healthcare ,4.1,96 Reviews,30.0,"Work Life Balance, Job Security, Salary & Benefits",No-Data,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Finar,Chemicals ,4.3,96 Reviews,26.0,"Skill Development / Learning, Company Culture, Job Security",No-Data,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Corporation Bank,Banking ,4.5,96 Reviews,118.0,"Job Security, Company Culture, Skill Development / Learning",No-Data,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Fertilisers and Chemicals Travancore,Agro Chemicals ,4.1,96 Reviews,81.0,"Work Life Balance, Job Security, Company Culture",No-Data,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mawana Sugars,Food Processing ,4.2,96 Reviews,63.0,"Job Security, Company Culture, Work Life Balance",No-Data,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Manav Rachna International School,Education & Training ,4.2,96 Reviews,27.0,"Job Security, Skill Development / Learning, Work Life Balance",No-Data,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Firmenich Aromatics,Chemicals ,4.4,96 Reviews,129.0,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
